city,GEOID,value_tests_pc,lagged_tests_pc,moranI_tests_pc,pval_tests_pc,moran_cluster_tests_pc,value_pct_pos,lagged_pct_pos,moranI_pct_pos,pval_pct_pos,moran_cluster_pct_pos,value_pos_pc,lagged_pos_pc,moranI_pos_pc,pval_pos_pc,moran_cluster_pos_pc,value_deaths_pc,lagged_deaths_pc,moranI_deaths_pc,pval_deaths_pc,moran_cluster_deaths_pc
Philadelphia,19120,-1.163,-2.854,3.394,0.048,L-L,1.143,4.444,5.192,0.006,H-H,0.207,4.364,0.923,0.31,,-0.672,4.073,-2.799,0.924,
Philadelphia,19121,0.64,4.54,2.968,0.072,,0.026,-2.107,-0.056,0.49,,1.141,2.046,2.386,0.115,,-0.287,0.983,-0.288,0.538,
Philadelphia,19122,0.714,4.252,3.103,0.078,,-0.334,-2.054,0.701,0.357,,0.541,1.633,0.903,0.323,,-0.352,-0.719,0.259,0.424,
Philadelphia,19123,1.915,8.662,16.956,<0.001,H-H,-0.714,-7.004,5.11,0.015,L-L,0.816,-3.22,-2.686,0.854,,0.838,-4.358,-3.731,0.949,
Philadelphia,19124,-1.094,-7.172,8.023,<0.001,L-L,1.081,4.984,5.508,0.01,H-H,0.256,-0.637,-0.167,0.502,,-0.604,-3.966,2.448,0.117,
Philadelphia,19125,0.715,1.27,0.928,0.297,,-1.171,-0.024,0.029,0.475,,-1.056,1.821,-1.967,0.841,,-0.549,-0.516,0.29,0.412,
Philadelphia,19126,0.309,-2.616,-0.826,0.675,,1.208,2.193,2.708,0.049,H-H,2.79,0.545,1.553,0.163,,4.719,-0.764,-3.687,0.993,
Philadelphia,19127,0.604,0.346,0.214,0.426,,-1.554,-2.073,3.293,0.008,L-L,-1.837,-2.414,4.532,<0.001,L-L,-1.137,-1.132,1.316,0.132,
Philadelphia,19128,-0.398,1.818,-0.74,0.617,,-0.895,-3.989,3.649,0.037,L-L,-1.363,-3.408,4.748,0.01,L-L,-0.632,1.589,-1.026,0.687,
Philadelphia,19129,0.744,0.407,0.31,0.423,,-1.178,-1.674,2.016,0.173,,-1.051,-0.362,0.389,0.408,,-0.5,0.25,-0.128,0.499,
Philadelphia,19130,1.6,8.208,13.424,<0.001,H-H,-1.242,-5.807,7.372,0.002,L-L,-0.667,-0.497,0.339,0.419,,-0.466,-0.343,0.163,0.442,
Philadelphia,19131,0.339,2.537,0.878,0.335,,0.04,-2.632,-0.109,0.492,,0.814,-0.233,-0.194,0.506,,0.929,-1.017,-0.965,0.644,
Philadelphia,19132,-0.028,1.729,-0.05,0.485,,0.142,0.054,0.008,0.475,,0.542,3.425,1.898,0.184,,0.035,-0.514,-0.018,0.478,
Philadelphia,19133,-0.589,0.512,-0.309,0.537,,0.905,-0.65,-0.601,0.592,,0.858,0.756,0.663,0.355,,-0.29,-1.591,0.472,0.378,
Philadelphia,19134,-0.77,-2.238,1.761,0.187,,0.119,0.997,0.121,0.456,,-0.393,-0.237,0.095,0.46,,-0.712,-2.593,1.887,0.144,
Philadelphia,19135,-1.269,-2.149,2.787,0.066,,0.867,2.238,1.984,0.139,,-0.247,0.901,-0.228,0.529,,-0.726,-1.474,1.094,0.243,
Philadelphia,19136,1.715,-5.521,-9.679,1,,-0.051,5.376,-0.281,0.54,,2.216,0.119,0.269,0.425,,0.884,-0.675,-0.61,0.621,
Philadelphia,19137,-1.151,-3.133,3.686,0.012,L-L,-0.412,2.067,-0.871,0.684,,-1.417,-0.385,0.558,0.353,,-1.137,-2.042,2.373,0.05,L-L
Philadelphia,19138,-0.585,-0.534,0.319,0.419,,0.543,1.484,0.823,0.329,,0.388,3.347,1.327,0.245,,-0.151,6.953,-1.076,0.696,
Philadelphia,19139,0.458,-0.132,-0.062,0.494,,-0.254,-0.439,0.114,0.458,,0.427,0.386,0.168,0.446,,0.286,0.507,0.148,0.444,
Philadelphia,19140,-0.119,-3.759,0.455,0.402,,0.595,2.717,1.651,0.238,,1.123,0.726,0.833,0.345,,-0.013,-1.615,0.022,0.466,
Philadelphia,19141,-0.867,-1.549,1.374,0.24,,0.508,3.486,1.809,0.182,,-0.05,4.866,-0.25,0.527,,0.059,4.951,0.3,0.414,
Philadelphia,19142,-0.586,-0.471,0.282,0.407,,1.168,0.095,0.113,0.455,,1.21,0.063,0.078,0.464,,-0.14,-0.739,0.106,0.451,
Philadelphia,19143,0.406,0.57,0.237,0.436,,-0.354,-1.076,0.389,0.41,,0.197,-0.238,-0.048,0.485,,-0.336,-0.831,0.285,0.419,
Philadelphia,19144,0.009,-0.947,-0.009,0.478,,-0.002,-0.989,0.002,0.476,,0.358,-1.238,-0.453,0.556,,1.069,-0.07,-0.076,0.489,
Philadelphia,19145,0.334,1.679,0.574,0.372,,-0.508,-2.739,1.423,0.234,,-0.143,-2.086,0.305,0.421,,-0.494,-1.97,0.994,0.278,
Philadelphia,19146,1.47,6.021,9.045,<0.001,H-H,-1.141,-7.381,8.606,<0.001,L-L,-0.517,-5.387,2.845,0.117,,-0.315,-3.215,1.037,0.3,
Philadelphia,19147,0.699,6.779,4.847,0.014,H-H,-1.398,-6.227,8.898,<0.001,L-L,-1.497,-3.972,6.078,0.003,L-L,-0.79,-3.638,2.938,0.066,
Philadelphia,19148,-0.02,2.503,-0.05,0.496,,-0.295,-3.047,0.918,0.278,,-0.135,-2.157,0.297,0.413,,-0.125,-1.599,0.204,0.427,
Philadelphia,19149,-1.619,-2.922,4.834,0.009,L-L,1.62,4.651,7.702,<0.001,H-H,-0.154,3.209,-0.507,0.575,,-0.618,0.235,-0.149,0.508,
Philadelphia,19150,-0.262,-0.307,0.082,0.463,,0.332,-0.018,-0.006,0.489,,0.533,0.103,0.056,0.471,,-0.061,1.016,-0.064,0.506,
Philadelphia,19151,-0.647,0.797,-0.527,0.637,,0.663,-0.214,-0.145,0.529,,0.456,1.241,0.579,0.324,,-0.32,1.215,-0.398,0.614,
Philadelphia,19152,-1.191,-3.384,4.121,0.022,L-L,1.701,5.559,9.666,<0.001,H-H,0.74,3.338,2.524,0.103,,0.769,2.197,1.726,0.164,
Philadelphia,19153,-0.877,0.155,-0.139,0.517,,0.448,0.306,0.14,0.451,,-0.134,1.264,-0.173,0.526,,-0.403,-0.97,0.4,0.376,
Philadelphia,19154,-0.979,-2.693,2.697,0.023,L-L,0.604,2.832,1.749,0.097,,-0.096,0.346,-0.034,0.497,,-0.289,0.952,-0.282,0.577,
