the_geom,the_geom_webmercator,covid_status,zip_code,count,etl_timestamp
,,POS,19142,536,2020-05-20 17:20:02
,,POS,19140,766,2020-05-20 17:20:02
,,NEG,19113,7,2020-05-20 17:20:02
,,POS,19102,47,2020-05-20 17:20:02
,,NEG,19102,251,2020-05-20 17:20:02
,,NEG,19151,1218,2020-05-20 17:20:02
,,POS,19135,360,2020-05-20 17:20:02
,,NEG,19120,1961,2020-05-20 17:20:02
,,POS,19127,28,2020-05-20 17:20:02
,,POS,19144,677,2020-05-20 17:20:02
,,POS,19104,514,2020-05-20 17:20:02
,,NEG,19147,1443,2020-05-20 17:20:02
,,NEG,19141,1100,2020-05-20 17:20:02
,,NEG,19134,1667,2020-05-20 17:20:02
,,NEG,19116,882,2020-05-20 17:20:02
,,NEG,19104,1701,2020-05-20 17:20:02
,,NEG,19126,667,2020-05-20 17:20:02
,,NEG,19142,1058,2020-05-20 17:20:02
,,NEG,19132,1322,2020-05-20 17:20:02
,,POS,19122,215,2020-05-20 17:20:02
,,NEG,19137,239,2020-05-20 17:20:02
,,POS,19137,42,2020-05-20 17:20:02
,,NEG,19144,1659,2020-05-20 17:20:02
,,POS,19133,369,2020-05-20 17:20:02
,,POS,19146,403,2020-05-20 17:20:02
,,NEG,19125,846,2020-05-20 17:20:02
,,POS,19119,414,2020-05-20 17:20:02
,,NEG,19140,1842,2020-05-20 17:20:02
,,POS,19145,503,2020-05-20 17:20:02
,,NEG,19123,816,2020-05-20 17:20:02
,,NEG,19106,458,2020-05-20 17:20:02
,,NEG,19136,1063,2020-05-20 17:20:02
,,POS,19131,791,2020-05-20 17:20:02
,,NEG,19131,1854,2020-05-20 17:20:02
,,NEG,19115,1025,2020-05-20 17:20:02
,,NEG,19133,823,2020-05-20 17:20:02
,,POS,19126,457,2020-05-20 17:20:02
,,NEG,19129,448,2020-05-20 17:20:02
,,NEG,19101,25,2020-05-20 17:20:02
,,NEG,19122,747,2020-05-20 17:20:02
,,NEG,19103,835,2020-05-20 17:20:02
,,NEG,19154,984,2020-05-20 17:20:02
,,NEG,19152,1002,2020-05-20 17:20:02
,,POS,19124,795,2020-05-20 17:20:02
,,POS,19150,380,2020-05-20 17:20:02
,,POS,19123,268,2020-05-20 17:20:02
,,NEG,19148,1980,2020-05-20 17:20:02
,,NEG,19114,869,2020-05-20 17:20:02
,,NEG,19138,1217,2020-05-20 17:20:02
,,NEG,19143,2929,2020-05-20 17:20:02
,,NEG,19150,970,2020-05-20 17:20:02
,,NEG,19128,1079,2020-05-20 17:20:02
,,POS,19118,149,2020-05-20 17:20:02
,,NEG,19107,909,2020-05-20 17:20:02
,,NEG,19119,1040,2020-05-20 17:20:02
,,POS,19105,7,2020-05-20 17:20:02
,,POS,19141,478,2020-05-20 17:20:02
,,POS,19136,657,2020-05-20 17:20:02
,,NEG,19153,465,2020-05-20 17:20:02
,,POS,19106,55,2020-05-20 17:20:02
,,POS,19152,523,2020-05-20 17:20:02
,,NEG,19105,14,2020-05-20 17:20:02
,,POS,19153,171,2020-05-20 17:20:02
,,NEG,19108,6,2020-05-20 17:20:02
,,NEG,19135,940,2020-05-20 17:20:02
,,NEG,19139,2164,2020-05-20 17:20:02
,,POS,19138,461,2020-05-20 17:20:02
,,NEG,19121,1186,2020-05-20 17:20:02
,,POS,19154,383,2020-05-20 17:20:02
,,POS,19129,97,2020-05-20 17:20:02
,,NEG,19124,1706,2020-05-20 17:20:02
,,POS,19111,900,2020-05-20 17:20:02
,,POS,19149,637,2020-05-20 17:20:02
,,NEG,19111,1947,2020-05-20 17:20:02
,,POS,19148,598,2020-05-20 17:20:02
,,POS,19134,603,2020-05-20 17:20:02
,,POS,19114,380,2020-05-20 17:20:02
,,POS,19147,280,2020-05-20 17:20:02
,,NEG,19197,8,2020-05-20 17:20:02
,,POS,19130,257,2020-05-20 17:20:02
,,POS,19128,292,2020-05-20 17:20:02
,,POS,19139,742,2020-05-20 17:20:02
,,POS,19107,196,2020-05-20 17:20:02
,,POS,19116,541,2020-05-20 17:20:02
,,POS,19120,1016,2020-05-20 17:20:02
,,POS,19101,26,2020-05-20 17:20:02
,,POS,19115,669,2020-05-20 17:20:02
,,NEG,19146,1906,2020-05-20 17:20:02
,,POS,19121,365,2020-05-20 17:20:02
,,NEG,19130,1239,2020-05-20 17:20:02
,,POS,19125,185,2020-05-20 17:20:02
,,NEG,19127,161,2020-05-20 17:20:02
,,POS,19103,195,2020-05-20 17:20:02
,,POS,19132,515,2020-05-20 17:20:02
,,NEG,19118,334,2020-05-20 17:20:02
,,POS,19151,506,2020-05-20 17:20:02
,,POS,19143,900,2020-05-20 17:20:02
,,NEG,19149,1235,2020-05-20 17:20:02
,,NEG,19145,2037,2020-05-20 17:20:02
