the_geom,the_geom_webmercator,covid_status,zip_code,count,etl_timestamp
,,NEG,19152,793,2020-05-10 17:20:02
,,NEG,19130,979,2020-05-10 17:20:02
,,NEG,19128,874,2020-05-10 17:20:02
,,POS,19138,427,2020-05-10 17:20:02
,,POS,19122,185,2020-05-10 17:20:02
,,POS,19149,560,2020-05-10 17:20:02
,,NEG,19147,1131,2020-05-10 17:20:02
,,NEG,19114,716,2020-05-10 17:20:02
,,NEG,19115,861,2020-05-10 17:20:02
,,POS,19124,673,2020-05-10 17:20:02
,,NEG,19154,792,2020-05-10 17:20:02
,,NEG,19131,1500,2020-05-10 17:20:02
,,NEG,19103,667,2020-05-10 17:20:02
,,POS,19143,808,2020-05-10 17:20:02
,,NEG,19105,12,2020-05-10 17:20:02
,,NEG,19104,1309,2020-05-10 17:20:02
,,NEG,19136,828,2020-05-10 17:20:02
,,NEG,19142,798,2020-05-10 17:20:02
,,NEG,19107,718,2020-05-10 17:20:02
,,POS,19130,242,2020-05-10 17:20:02
,,NEG,19116,698,2020-05-10 17:20:02
,,NEG,19141,826,2020-05-10 17:20:02
,,POS,19140,654,2020-05-10 17:20:02
,,POS,19133,315,2020-05-10 17:20:02
,,POS,19152,456,2020-05-10 17:20:02
,,NEG,19150,758,2020-05-10 17:20:02
,,NEG,19137,192,2020-05-10 17:20:02
,,POS,19148,535,2020-05-10 17:20:02
,,POS,19105,6,2020-05-10 17:20:02
,,NEG,19132,1016,2020-05-10 17:20:02
,,POS,19101,25,2020-05-10 17:20:02
,,NEG,19145,1597,2020-05-10 17:20:02
,,NEG,19123,628,2020-05-10 17:20:02
,,NEG,19121,904,2020-05-10 17:20:02
,,POS,19128,264,2020-05-10 17:20:02
,,NEG,19129,355,2020-05-10 17:20:02
,,POS,19129,89,2020-05-10 17:20:02
,,NEG,19120,1458,2020-05-10 17:20:02
,,POS,19126,441,2020-05-10 17:20:02
,,NEG,19134,1232,2020-05-10 17:20:02
,,POS,19151,454,2020-05-10 17:20:02
,,NEG,19119,814,2020-05-10 17:20:02
,,NEG,19148,1518,2020-05-10 17:20:02
,,POS,19114,331,2020-05-10 17:20:02
,,NEG,19127,123,2020-05-10 17:20:02
,,POS,19125,165,2020-05-10 17:20:02
,,NEG,19143,2221,2020-05-10 17:20:02
,,NEG,19151,943,2020-05-10 17:20:02
,,POS,19150,358,2020-05-10 17:20:02
,,POS,19145,450,2020-05-10 17:20:02
,,NEG,19118,272,2020-05-10 17:20:02
,,NEG,19133,590,2020-05-10 17:20:02
,,POS,19132,470,2020-05-10 17:20:02
,,POS,19115,604,2020-05-10 17:20:02
,,POS,19107,176,2020-05-10 17:20:02
,,POS,19118,146,2020-05-10 17:20:02
,,NEG,19138,965,2020-05-10 17:20:02
,,NEG,19126,509,2020-05-10 17:20:02
,,POS,19147,251,2020-05-10 17:20:02
,,POS,19154,319,2020-05-10 17:20:02
,,NEG,19125,653,2020-05-10 17:20:02
,,POS,19119,387,2020-05-10 17:20:02
,,NEG,19146,1484,2020-05-10 17:20:02
,,NEG,19197,8,2020-05-10 17:20:02
,,NEG,19106,348,2020-05-10 17:20:02
,,POS,19141,422,2020-05-10 17:20:02
,,POS,19134,505,2020-05-10 17:20:02
,,NEG,19135,746,2020-05-10 17:20:02
,,POS,19120,897,2020-05-10 17:20:02
,,POS,19146,376,2020-05-10 17:20:02
,,POS,19102,43,2020-05-10 17:20:02
,,NEG,19139,1456,2020-05-10 17:20:02
,,POS,19111,813,2020-05-10 17:20:02
,,POS,19106,52,2020-05-10 17:20:02
,,POS,19103,173,2020-05-10 17:20:02
,,NEG,19153,377,2020-05-10 17:20:02
,,POS,19135,322,2020-05-10 17:20:02
,,NEG,19102,194,2020-05-10 17:20:02
,,POS,19123,232,2020-05-10 17:20:02
,,POS,19142,490,2020-05-10 17:20:02
,,NEG,19111,1575,2020-05-10 17:20:02
,,POS,19144,618,2020-05-10 17:20:02
,,NEG,19140,1388,2020-05-10 17:20:02
,,POS,19136,600,2020-05-10 17:20:02
,,NEG,19122,573,2020-05-10 17:20:02
,,POS,19127,25,2020-05-10 17:20:02
,,POS,19104,453,2020-05-10 17:20:02
,,NEG,19101,20,2020-05-10 17:20:02
,,POS,19121,332,2020-05-10 17:20:02
,,POS,19131,704,2020-05-10 17:20:02
,,NEG,19149,940,2020-05-10 17:20:02
,,NEG,19124,1282,2020-05-10 17:20:02
,,POS,19153,154,2020-05-10 17:20:02
,,POS,19137,33,2020-05-10 17:20:02
,,NEG,19144,1244,2020-05-10 17:20:02
,,POS,19116,493,2020-05-10 17:20:02
,,POS,19139,677,2020-05-10 17:20:02
