the_geom,the_geom_webmercator,covid_status,zip_code,count,etl_timestamp
,,POS,19144,550,2020-05-05 17:20:02
,,NEG,19140,1137,2020-05-05 17:20:02
,,POS,19136,539,2020-05-05 17:20:02
,,NEG,19122,521,2020-05-05 17:20:02
,,POS,19127,21,2020-05-05 17:20:02
,,POS,19104,426,2020-05-05 17:20:02
,,NEG,19101,17,2020-05-05 17:20:02
,,POS,19121,302,2020-05-05 17:20:02
,,POS,19131,652,2020-05-05 17:20:02
,,NEG,19149,810,2020-05-05 17:20:02
,,NEG,19124,1071,2020-05-05 17:20:02
,,POS,19153,140,2020-05-05 17:20:02
,,POS,19137,30,2020-05-05 17:20:02
,,NEG,19144,1053,2020-05-05 17:20:02
,,POS,19116,453,2020-05-05 17:20:02
,,POS,19139,617,2020-05-05 17:20:02
,,NEG,19152,740,2020-05-05 17:20:02
,,NEG,19130,993,2020-05-05 17:20:02
,,NEG,19128,782,2020-05-05 17:20:02
,,POS,19138,385,2020-05-05 17:20:02
,,POS,19122,164,2020-05-05 17:20:02
,,POS,19149,484,2020-05-05 17:20:02
,,NEG,19147,1137,2020-05-05 17:20:02
,,NEG,19114,646,2020-05-05 17:20:02
,,NEG,19115,767,2020-05-05 17:20:02
,,POS,19124,606,2020-05-05 17:20:02
,,NEG,19154,784,2020-05-05 17:20:02
,,NEG,19131,1263,2020-05-05 17:20:02
,,NEG,19103,697,2020-05-05 17:20:02
,,POS,19143,712,2020-05-05 17:20:02
,,NEG,19105,13,2020-05-05 17:20:02
,,NEG,19104,1091,2020-05-05 17:20:02
,,NEG,19136,715,2020-05-05 17:20:02
,,NEG,19142,704,2020-05-05 17:20:02
,,NEG,19107,875,2020-05-05 17:20:02
,,POS,19130,226,2020-05-05 17:20:02
,,NEG,19116,607,2020-05-05 17:20:02
,,NEG,19141,699,2020-05-05 17:20:02
,,POS,19140,580,2020-05-05 17:20:02
,,POS,19133,266,2020-05-05 17:20:02
,,POS,19152,398,2020-05-05 17:20:02
,,NEG,19150,644,2020-05-05 17:20:02
,,NEG,19137,273,2020-05-05 17:20:02
,,POS,19148,467,2020-05-05 17:20:02
,,NEG,19132,918,2020-05-05 17:20:02
,,POS,19101,24,2020-05-05 17:20:02
,,NEG,19145,1736,2020-05-05 17:20:02
,,NEG,19123,622,2020-05-05 17:20:02
,,NEG,19121,835,2020-05-05 17:20:02
,,POS,19128,237,2020-05-05 17:20:02
,,NEG,19129,297,2020-05-05 17:20:02
,,POS,19129,79,2020-05-05 17:20:02
,,NEG,19120,1264,2020-05-05 17:20:02
,,POS,19126,397,2020-05-05 17:20:02
,,NEG,19134,1097,2020-05-05 17:20:02
,,POS,19151,421,2020-05-05 17:20:02
,,NEG,19119,703,2020-05-05 17:20:02
,,NEG,19148,1914,2020-05-05 17:20:02
,,POS,19114,293,2020-05-05 17:20:02
,,NEG,19127,112,2020-05-05 17:20:02
,,POS,19125,150,2020-05-05 17:20:02
,,NEG,19143,1817,2020-05-05 17:20:02
,,NEG,19151,792,2020-05-05 17:20:02
,,POS,19150,331,2020-05-05 17:20:02
,,POS,19145,415,2020-05-05 17:20:02
,,NEG,19118,244,2020-05-05 17:20:02
,,NEG,19133,462,2020-05-05 17:20:02
,,POS,19132,418,2020-05-05 17:20:02
,,POS,19115,567,2020-05-05 17:20:02
,,POS,19107,128,2020-05-05 17:20:02
,,POS,19118,144,2020-05-05 17:20:02
,,NEG,19138,791,2020-05-05 17:20:02
,,NEG,19126,439,2020-05-05 17:20:02
,,POS,19147,224,2020-05-05 17:20:02
,,POS,19154,261,2020-05-05 17:20:02
,,NEG,19125,548,2020-05-05 17:20:02
,,POS,19119,338,2020-05-05 17:20:02
,,NEG,19146,1572,2020-05-05 17:20:02
,,NEG,19197,8,2020-05-05 17:20:02
,,NEG,19106,328,2020-05-05 17:20:02
,,POS,19141,385,2020-05-05 17:20:02
,,POS,19134,428,2020-05-05 17:20:02
,,NEG,19135,636,2020-05-05 17:20:02
,,POS,19120,783,2020-05-05 17:20:02
,,POS,19146,359,2020-05-05 17:20:02
,,POS,19102,43,2020-05-05 17:20:02
,,NEG,19139,1136,2020-05-05 17:20:02
,,POS,19111,733,2020-05-05 17:20:02
,,POS,19106,46,2020-05-05 17:20:02
,,POS,19103,163,2020-05-05 17:20:02
,,NEG,19153,319,2020-05-05 17:20:02
,,POS,19135,290,2020-05-05 17:20:02
,,NEG,19102,186,2020-05-05 17:20:02
,,POS,19123,209,2020-05-05 17:20:02
,,POS,19142,434,2020-05-05 17:20:02
,,NEG,19111,1457,2020-05-05 17:20:02
