the_geom,the_geom_webmercator,covid_status,zip_code,count,etl_timestamp
,,NEG,19111,1170,2020-04-29 17:20:02
,,POS,19144,442,2020-04-29 17:20:02
,,NEG,19140,880,2020-04-29 17:20:02
,,POS,19136,476,2020-04-29 17:20:02
,,NEG,19122,430,2020-04-29 17:20:02
,,POS,19127,20,2020-04-29 17:20:02
,,POS,19104,388,2020-04-29 17:20:02
,,NEG,19101,13,2020-04-29 17:20:02
,,POS,19121,263,2020-04-29 17:20:02
,,POS,19131,545,2020-04-29 17:20:02
,,NEG,19149,663,2020-04-29 17:20:02
,,NEG,19124,847,2020-04-29 17:20:02
,,POS,19153,117,2020-04-29 17:20:02
,,POS,19137,28,2020-04-29 17:20:02
,,NEG,19144,827,2020-04-29 17:20:02
,,POS,19116,380,2020-04-29 17:20:02
,,POS,19139,537,2020-04-29 17:20:02
,,NEG,19152,607,2020-04-29 17:20:02
,,NEG,19130,770,2020-04-29 17:20:02
,,NEG,19128,662,2020-04-29 17:20:02
,,POS,19138,329,2020-04-29 17:20:02
,,POS,19122,134,2020-04-29 17:20:02
,,POS,19149,400,2020-04-29 17:20:02
,,NEG,19147,936,2020-04-29 17:20:02
,,NEG,19114,537,2020-04-29 17:20:02
,,NEG,19115,598,2020-04-29 17:20:02
,,POS,19124,495,2020-04-29 17:20:02
,,NEG,19154,682,2020-04-29 17:20:02
,,NEG,19131,993,2020-04-29 17:20:02
,,NEG,19103,596,2020-04-29 17:20:02
,,POS,19143,627,2020-04-29 17:20:02
,,NEG,19105,11,2020-04-29 17:20:02
,,NEG,19104,859,2020-04-29 17:20:02
,,NEG,19136,587,2020-04-29 17:20:02
,,NEG,19142,546,2020-04-29 17:20:02
,,NEG,19107,661,2020-04-29 17:20:02
,,POS,19130,191,2020-04-29 17:20:02
,,NEG,19116,483,2020-04-29 17:20:02
,,NEG,19141,489,2020-04-29 17:20:02
,,POS,19140,465,2020-04-29 17:20:02
,,POS,19133,219,2020-04-29 17:20:02
,,POS,19152,329,2020-04-29 17:20:02
,,NEG,19150,513,2020-04-29 17:20:02
,,NEG,19137,235,2020-04-29 17:20:02
,,POS,19148,396,2020-04-29 17:20:02
,,POS,19105,5,2020-04-29 17:20:02
,,NEG,19132,740,2020-04-29 17:20:02
,,POS,19101,18,2020-04-29 17:20:02
,,NEG,19145,1264,2020-04-29 17:20:02
,,NEG,19123,475,2020-04-29 17:20:02
,,NEG,19121,643,2020-04-29 17:20:02
,,POS,19128,196,2020-04-29 17:20:02
,,NEG,19129,248,2020-04-29 17:20:02
,,POS,19129,72,2020-04-29 17:20:02
,,NEG,19120,936,2020-04-29 17:20:02
,,POS,19126,327,2020-04-29 17:20:02
,,NEG,19134,870,2020-04-29 17:20:02
,,POS,19151,366,2020-04-29 17:20:02
,,NEG,19119,539,2020-04-29 17:20:02
,,NEG,19148,1249,2020-04-29 17:20:02
,,POS,19114,234,2020-04-29 17:20:02
,,NEG,19127,93,2020-04-29 17:20:02
,,POS,19125,132,2020-04-29 17:20:02
,,NEG,19143,1414,2020-04-29 17:20:02
,,NEG,19151,653,2020-04-29 17:20:02
,,POS,19150,291,2020-04-29 17:20:02
,,POS,19145,373,2020-04-29 17:20:02
,,NEG,19118,184,2020-04-29 17:20:02
,,NEG,19133,347,2020-04-29 17:20:02
,,POS,19132,358,2020-04-29 17:20:02
,,POS,19115,503,2020-04-29 17:20:02
,,POS,19107,107,2020-04-29 17:20:02
,,POS,19118,106,2020-04-29 17:20:02
,,NEG,19126,334,2020-04-29 17:20:02
,,NEG,19138,592,2020-04-29 17:20:02
,,POS,19147,192,2020-04-29 17:20:02
,,POS,19154,210,2020-04-29 17:20:02
,,NEG,19125,450,2020-04-29 17:20:02
,,POS,19119,267,2020-04-29 17:20:02
,,NEG,19146,1264,2020-04-29 17:20:02
,,NEG,19197,8,2020-04-29 17:20:02
,,NEG,19106,270,2020-04-29 17:20:02
,,POS,19141,328,2020-04-29 17:20:02
,,POS,19134,346,2020-04-29 17:20:02
,,NEG,19135,520,2020-04-29 17:20:02
,,POS,19120,624,2020-04-29 17:20:02
,,POS,19146,314,2020-04-29 17:20:02
,,POS,19102,39,2020-04-29 17:20:02
,,NEG,19139,882,2020-04-29 17:20:02
,,POS,19111,590,2020-04-29 17:20:02
,,POS,19106,41,2020-04-29 17:20:02
,,POS,19103,139,2020-04-29 17:20:02
,,NEG,19153,235,2020-04-29 17:20:02
,,POS,19135,236,2020-04-29 17:20:02
,,NEG,19102,147,2020-04-29 17:20:02
,,POS,19123,176,2020-04-29 17:20:02
,,POS,19142,362,2020-04-29 17:20:02
