the_geom,the_geom_webmercator,covid_status,zip_code,count,etl_timestamp
,,POS,19144,354,2020-04-24 17:20:02
,,NEG,19140,714,2020-04-24 17:20:02
,,POS,19136,399,2020-04-24 17:20:02
,,NEG,19122,363,2020-04-24 17:20:02
,,POS,19127,19,2020-04-24 17:20:02
,,POS,19104,358,2020-04-24 17:20:02
,,NEG,19101,10,2020-04-24 17:20:02
,,POS,19121,226,2020-04-24 17:20:02
,,POS,19131,482,2020-04-24 17:20:02
,,NEG,19149,558,2020-04-24 17:20:02
,,NEG,19124,704,2020-04-24 17:20:02
,,POS,19153,106,2020-04-24 17:20:02
,,POS,19137,23,2020-04-24 17:20:02
,,NEG,19144,644,2020-04-24 17:20:02
,,POS,19116,338,2020-04-24 17:20:02
,,POS,19139,452,2020-04-24 17:20:02
,,NEG,19152,532,2020-04-24 17:20:02
,,NEG,19130,636,2020-04-24 17:20:02
,,NEG,19128,579,2020-04-24 17:20:02
,,POS,19138,273,2020-04-24 17:20:02
,,POS,19122,123,2020-04-24 17:20:02
,,POS,19149,338,2020-04-24 17:20:02
,,NEG,19147,839,2020-04-24 17:20:02
,,NEG,19114,461,2020-04-24 17:20:02
,,NEG,19115,509,2020-04-24 17:20:02
,,POS,19124,437,2020-04-24 17:20:02
,,NEG,19154,619,2020-04-24 17:20:02
,,NEG,19131,859,2020-04-24 17:20:02
,,NEG,19103,557,2020-04-24 17:20:02
,,POS,19143,540,2020-04-24 17:20:02
,,NEG,19105,10,2020-04-24 17:20:02
,,NEG,19104,716,2020-04-24 17:20:02
,,NEG,19136,485,2020-04-24 17:20:02
,,NEG,19142,456,2020-04-24 17:20:02
,,NEG,19107,581,2020-04-24 17:20:02
,,POS,19130,155,2020-04-24 17:20:02
,,NEG,19116,429,2020-04-24 17:20:02
,,NEG,19141,382,2020-04-24 17:20:02
,,POS,19140,398,2020-04-24 17:20:02
,,POS,19133,197,2020-04-24 17:20:02
,,POS,19152,282,2020-04-24 17:20:02
,,NEG,19150,415,2020-04-24 17:20:02
,,NEG,19137,219,2020-04-24 17:20:02
,,POS,19148,329,2020-04-24 17:20:02
,,POS,19105,5,2020-04-24 17:20:02
,,NEG,19132,637,2020-04-24 17:20:02
,,POS,19101,14,2020-04-24 17:20:02
,,NEG,19145,1107,2020-04-24 17:20:02
,,NEG,19121,543,2020-04-24 17:20:02
,,NEG,19123,407,2020-04-24 17:20:02
,,POS,19128,198,2020-04-24 17:20:02
,,NEG,19129,220,2020-04-24 17:20:02
,,POS,19129,61,2020-04-24 17:20:02
,,NEG,19120,726,2020-04-24 17:20:02
,,POS,19126,259,2020-04-24 17:20:02
,,NEG,19134,751,2020-04-24 17:20:02
,,POS,19151,334,2020-04-24 17:20:02
,,NEG,19119,427,2020-04-24 17:20:02
,,NEG,19148,1106,2020-04-24 17:20:02
,,POS,19114,200,2020-04-24 17:20:02
,,NEG,19127,84,2020-04-24 17:20:02
,,POS,19125,110,2020-04-24 17:20:02
,,NEG,19143,1217,2020-04-24 17:20:02
,,NEG,19151,556,2020-04-24 17:20:02
,,POS,19150,249,2020-04-24 17:20:02
,,POS,19145,326,2020-04-24 17:20:02
,,NEG,19118,167,2020-04-24 17:20:02
,,NEG,19133,303,2020-04-24 17:20:02
,,POS,19132,312,2020-04-24 17:20:02
,,POS,19115,440,2020-04-24 17:20:02
,,POS,19107,97,2020-04-24 17:20:02
,,POS,19118,94,2020-04-24 17:20:02
,,NEG,19138,462,2020-04-24 17:20:02
,,NEG,19126,254,2020-04-24 17:20:02
,,POS,19147,169,2020-04-24 17:20:02
,,POS,19154,189,2020-04-24 17:20:02
,,NEG,19125,393,2020-04-24 17:20:02
,,POS,19119,228,2020-04-24 17:20:02
,,NEG,19146,1147,2020-04-24 17:20:02
,,NEG,19197,8,2020-04-24 17:20:02
,,NEG,19106,233,2020-04-24 17:20:02
,,POS,19134,291,2020-04-24 17:20:02
,,POS,19141,276,2020-04-24 17:20:02
,,NEG,19135,431,2020-04-24 17:20:02
,,POS,19120,512,2020-04-24 17:20:02
,,POS,19146,289,2020-04-24 17:20:02
,,POS,19102,37,2020-04-24 17:20:02
,,NEG,19139,751,2020-04-24 17:20:02
,,POS,19111,487,2020-04-24 17:20:02
,,POS,19106,39,2020-04-24 17:20:02
,,POS,19103,129,2020-04-24 17:20:02
,,NEG,19153,197,2020-04-24 17:20:02
,,POS,19135,185,2020-04-24 17:20:02
,,NEG,19102,131,2020-04-24 17:20:02
,,POS,19123,153,2020-04-24 17:20:02
,,POS,19142,313,2020-04-24 17:20:02
,,NEG,19111,1021,2020-04-24 17:20:02
