the_geom,the_geom_webmercator,covid_status,zip_code,count,etl_timestamp
,,NEG,19111,1639,2020-05-13 17:20:02
,,POS,19144,630,2020-05-13 17:20:02
,,NEG,19140,1489,2020-05-13 17:20:02
,,POS,19136,614,2020-05-13 17:20:02
,,NEG,19122,605,2020-05-13 17:20:02
,,POS,19127,27,2020-05-13 17:20:02
,,POS,19104,466,2020-05-13 17:20:02
,,NEG,19101,20,2020-05-13 17:20:02
,,POS,19121,336,2020-05-13 17:20:02
,,POS,19131,720,2020-05-13 17:20:02
,,NEG,19149,996,2020-05-13 17:20:02
,,NEG,19124,1361,2020-05-13 17:20:02
,,POS,19153,162,2020-05-13 17:20:02
,,POS,19137,35,2020-05-13 17:20:02
,,NEG,19144,1324,2020-05-13 17:20:02
,,POS,19116,500,2020-05-13 17:20:02
,,POS,19139,694,2020-05-13 17:20:02
,,NEG,19152,835,2020-05-13 17:20:02
,,NEG,19130,1030,2020-05-13 17:20:02
,,NEG,19128,907,2020-05-13 17:20:02
,,POS,19138,438,2020-05-13 17:20:02
,,POS,19122,191,2020-05-13 17:20:02
,,POS,19149,582,2020-05-13 17:20:02
,,NEG,19147,1210,2020-05-13 17:20:02
,,NEG,19114,748,2020-05-13 17:20:02
,,NEG,19115,887,2020-05-13 17:20:02
,,POS,19124,721,2020-05-13 17:20:02
,,NEG,19154,824,2020-05-13 17:20:02
,,NEG,19131,1571,2020-05-13 17:20:02
,,NEG,19103,702,2020-05-13 17:20:02
,,POS,19143,828,2020-05-13 17:20:02
,,NEG,19105,12,2020-05-13 17:20:02
,,NEG,19104,1400,2020-05-13 17:20:02
,,NEG,19136,862,2020-05-13 17:20:02
,,NEG,19142,833,2020-05-13 17:20:02
,,NEG,19107,761,2020-05-13 17:20:02
,,POS,19130,245,2020-05-13 17:20:02
,,NEG,19116,728,2020-05-13 17:20:02
,,NEG,19141,894,2020-05-13 17:20:02
,,POS,19140,684,2020-05-13 17:20:02
,,POS,19133,330,2020-05-13 17:20:02
,,POS,19152,477,2020-05-13 17:20:02
,,NEG,19150,794,2020-05-13 17:20:02
,,NEG,19137,203,2020-05-13 17:20:02
,,POS,19148,549,2020-05-13 17:20:02
,,POS,19105,6,2020-05-13 17:20:02
,,NEG,19132,1076,2020-05-13 17:20:02
,,POS,19101,26,2020-05-13 17:20:02
,,NEG,19145,1725,2020-05-13 17:20:02
,,NEG,19121,974,2020-05-13 17:20:02
,,NEG,19123,662,2020-05-13 17:20:02
,,POS,19128,269,2020-05-13 17:20:02
,,NEG,19129,379,2020-05-13 17:20:02
,,POS,19129,92,2020-05-13 17:20:02
,,NEG,19120,1552,2020-05-13 17:20:02
,,POS,19126,443,2020-05-13 17:20:02
,,NEG,19134,1328,2020-05-13 17:20:02
,,POS,19151,472,2020-05-13 17:20:02
,,NEG,19119,847,2020-05-13 17:20:02
,,NEG,19148,1643,2020-05-13 17:20:02
,,POS,19114,350,2020-05-13 17:20:02
,,NEG,19127,132,2020-05-13 17:20:02
,,POS,19125,168,2020-05-13 17:20:02
,,NEG,19143,2374,2020-05-13 17:20:02
,,NEG,19151,1015,2020-05-13 17:20:02
,,POS,19150,347,2020-05-13 17:20:02
,,POS,19145,463,2020-05-13 17:20:02
,,NEG,19118,289,2020-05-13 17:20:02
,,NEG,19133,635,2020-05-13 17:20:02
,,POS,19132,484,2020-05-13 17:20:02
,,POS,19115,629,2020-05-13 17:20:02
,,POS,19107,182,2020-05-13 17:20:02
,,POS,19118,148,2020-05-13 17:20:02
,,NEG,19126,543,2020-05-13 17:20:02
,,NEG,19138,1012,2020-05-13 17:20:02
,,POS,19147,260,2020-05-13 17:20:02
,,POS,19154,338,2020-05-13 17:20:02
,,NEG,19125,684,2020-05-13 17:20:02
,,POS,19119,397,2020-05-13 17:20:02
,,NEG,19146,1579,2020-05-13 17:20:02
,,NEG,19197,8,2020-05-13 17:20:02
,,NEG,19106,377,2020-05-13 17:20:02
,,POS,19141,437,2020-05-13 17:20:02
,,POS,19134,532,2020-05-13 17:20:02
,,NEG,19135,787,2020-05-13 17:20:02
,,POS,19120,929,2020-05-13 17:20:02
,,POS,19146,387,2020-05-13 17:20:02
,,POS,19102,44,2020-05-13 17:20:02
,,NEG,19139,1569,2020-05-13 17:20:02
,,POS,19111,835,2020-05-13 17:20:02
,,POS,19106,54,2020-05-13 17:20:02
,,POS,19103,184,2020-05-13 17:20:02
,,NEG,19153,401,2020-05-13 17:20:02
,,POS,19135,332,2020-05-13 17:20:02
,,NEG,19102,208,2020-05-13 17:20:02
,,POS,19123,237,2020-05-13 17:20:02
,,POS,19142,498,2020-05-13 17:20:02
